Station ID,Station Name,Province,Reported Station,Max Temp (°C),Date
41506,CHITRAL,KPK,CHITRAL,35,"16 May, 2025"
41652,D G KHAN,Punjab,D G KHAN,47,"16 May, 2025"
41624,D-I-KHAN,KPK,D-I-KHAN,45,"16 May, 2025"
41743,DADU,Sindh,DADU,48,"16 May, 2025"
41508,DIR,KPK,DIR,34,"16 May, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,44,"16 May, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,36,"16 May, 2025"
41516,GILGIT,GB,GILGIT,35,"16 May, 2025"
41757,GWADAR,Balochistan,GWADAR,41,"16 May, 2025"
41505,HUNZA,GB,HUNZA,27,"16 May, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,42,"16 May, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,41,"16 May, 2025"
41598,JHELUM,Punjab,JHELUM,43,"16 May, 2025"
41756,JIWANI,Balochistan,JIWANI,38,"16 May, 2025"
43534,Jammu,Kashmir,Jammu,40,"16 May, 2025"
41696,KALAT,Balochistan,KALAT,33,"16 May, 2025"
41780,KARACHI,Sindh,KARACHI,36,"16 May, 2025"
41640,LAHORE,Punjab,LAHORE,42,"16 May, 2025"
43535,Leh,Kashmir,Leh,17,"16 May, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,26,"16 May, 2025"
41786,MITHI,Sindh,MITHI,43,"16 May, 2025"
41747,MOHENJO-DARO,Sindh,MOHENJO-DARO,45,"16 May, 2025"
41675,MULTAN,Punjab,MULTAN,44,"16 May, 2025"
41573,MURREE,Punjab,MURREE,27,"16 May, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,39,"16 May, 2025"
41749,NAWABSHAH,Sindh,NAWABSHAH,45,"16 May, 2025"
41710,NOKKUNDI,Balochistan,NOKKUNDI,46,"16 May, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,43,"16 May, 2025"
43541,Pulwama,Kashmir,Pulwama,30,"16 May, 2025"
41660,QUETTA,Balochistan,QUETTA,37,"16 May, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,28,"16 May, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,40,"16 May, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,44,"16 May, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,37,"16 May, 2025"
41593,SARGODHA,Punjab,SARGODHA,45,"16 May, 2025"
41697,SIBBI,Balochistan,SIBBI,44,"16 May, 2025"
41517,SKARDU,GB,SKARDU,27,"16 May, 2025"
41724,SUKKUR,Sindh,SUKKUR,45,"16 May, 2025"
43543,Shopian,Kashmir,Shopian,30,"16 May, 2025"
43536,Srinagar,Kashmir,Srinagar,30,"16 May, 2025"
41783,THATTA,Sindh,THATTA,40,"16 May, 2025"
41738,TURBAT,Balochistan,TURBAT,48,"16 May, 2025"
41520,ASTORE,GB,ASTORE,24,"15 May, 2025"
41535,Abbotabad,KPK,Abbotabad,32,"15 May, 2025"
43542,Anantnag,Kashmir,Anantnag,27,"15 May, 2025"
41567,Attock,Punjab,Attock,41,"15 May, 2025"
41700,BAHAWALPUR,Punjab,BAHAWALPUR,44,"15 May, 2025"
41562,BANNU,KPK,BANNU,40,"15 May, 2025"
43544,Baramulla,Kashmir,Baramulla,27,"15 May, 2025"
41634,CHAKWAL,Punjab,CHAKWAL,39,"15 May, 2025"
41506,CHITRAL,KPK,CHITRAL,34,"15 May, 2025"
41652,D G KHAN,Punjab,D G KHAN,44,"15 May, 2025"
41624,D-I-KHAN,KPK,D-I-KHAN,43,"15 May, 2025"
41743,DADU,Sindh,DADU,48,"15 May, 2025"
41508,DIR,KPK,DIR,32,"15 May, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,42,"15 May, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,35,"15 May, 2025"
41516,GILGIT,GB,GILGIT,31,"15 May, 2025"
41757,GWADAR,Balochistan,GWADAR,40,"15 May, 2025"
41505,HUNZA,GB,HUNZA,26,"15 May, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,41,"15 May, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,39,"15 May, 2025"
41598,JHELUM,Punjab,JHELUM,42,"15 May, 2025"
41756,JIWANI,Balochistan,JIWANI,39,"15 May, 2025"
43534,Jammu,Kashmir,Jammu,39,"15 May, 2025"
41696,KALAT,Balochistan,KALAT,30,"15 May, 2025"
41780,KARACHI,Sindh,KARACHI,37,"15 May, 2025"
41640,LAHORE,Punjab,LAHORE,42,"15 May, 2025"
43535,Leh,Kashmir,Leh,18,"15 May, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,24,"15 May, 2025"
41786,MITHI,Sindh,MITHI,43,"15 May, 2025"
41747,MOHENJO-DARO,Sindh,MOHENJO-DARO,45,"15 May, 2025"
41675,MULTAN,Punjab,MULTAN,42,"15 May, 2025"
41573,MURREE,Punjab,MURREE,25,"15 May, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,38,"15 May, 2025"
41749,NAWABSHAH,Sindh,NAWABSHAH,43,"15 May, 2025"
41710,NOKKUNDI,Balochistan,NOKKUNDI,44,"15 May, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,39,"15 May, 2025"
43541,Pulwama,Kashmir,Pulwama,27,"15 May, 2025"
41660,QUETTA,Balochistan,QUETTA,36,"15 May, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,24,"15 May, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,38,"15 May, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,43,"15 May, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,35,"15 May, 2025"
41593,SARGODHA,Punjab,SARGODHA,43,"15 May, 2025"
41697,SIBBI,Balochistan,SIBBI,45,"15 May, 2025"
41517,SKARDU,GB,SKARDU,26,"15 May, 2025"
41724,SUKKUR,Sindh,SUKKUR,45,"15 May, 2025"
43543,Shopian,Kashmir,Shopian,26,"15 May, 2025"
43536,Srinagar,Kashmir,Srinagar,28,"15 May, 2025"
41783,THATTA,Sindh,THATTA,39,"15 May, 2025"
41738,TURBAT,Balochistan,TURBAT,45,"15 May, 2025"
41520,ASTORE,GB,ASTORE,21,"14 May, 2025"
41535,Abbotabad,KPK,Abbotabad,31,"14 May, 2025"
43542,Anantnag,Kashmir,Anantnag,25,"14 May, 2025"
41567,Attock,Punjab,Attock,40,"14 May, 2025"
41700,BAHAWALPUR,Punjab,BAHAWALPUR,42,"14 May, 2025"
41562,BANNU,KPK,BANNU,39,"14 May, 2025"
43544,Baramulla,Kashmir,Baramulla,26,"14 May, 2025"
41634,CHAKWAL,Punjab,CHAKWAL,38,"14 May, 2025"
41506,CHITRAL,KPK,CHITRAL,31,"14 May, 2025"
41652,D G KHAN,Punjab,D G KHAN,41,"14 May, 2025"
41624,D-I-KHAN,KPK,D-I-KHAN,41,"14 May, 2025"
41743,DADU,Sindh,DADU,45,"14 May, 2025"
41508,DIR,KPK,DIR,30,"14 May, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,41,"14 May, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,33,"14 May, 2025"
41516,GILGIT,GB,GILGIT,25,"14 May, 2025"
41757,GWADAR,Balochistan,GWADAR,37,"14 May, 2025"
41505,HUNZA,GB,HUNZA,18,"14 May, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,40,"14 May, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,37,"14 May, 2025"
41598,JHELUM,Punjab,JHELUM,41,"14 May, 2025"
41756,JIWANI,Balochistan,JIWANI,37,"14 May, 2025"
43534,Jammu,Kashmir,Jammu,38,"14 May, 2025"
41696,KALAT,Balochistan,KALAT,30,"14 May, 2025"
41780,KARACHI,Sindh,KARACHI,34,"14 May, 2025"
41640,LAHORE,Punjab,LAHORE,40,"14 May, 2025"
43535,Leh,Kashmir,Leh,15,"14 May, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,23,"14 May, 2025"
41786,MITHI,Sindh,MITHI,42,"14 May, 2025"
41747,MOHENJO-DARO,Sindh,MOHENJO-DARO,43,"14 May, 2025"
41675,MULTAN,Punjab,MULTAN,41,"14 May, 2025"
41573,MURREE,Punjab,MURREE,25,"14 May, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,37,"14 May, 2025"
41749,NAWABSHAH,Sindh,NAWABSHAH,44,"14 May, 2025"
41710,NOKKUNDI,Balochistan,NOKKUNDI,43,"14 May, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,40,"14 May, 2025"
43541,Pulwama,Kashmir,Pulwama,26,"14 May, 2025"
41660,QUETTA,Balochistan,QUETTA,34,"14 May, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,26,"14 May, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,36,"14 May, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,42,"14 May, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,34,"14 May, 2025"
41593,SARGODHA,Punjab,SARGODHA,41,"14 May, 2025"
41697,SIBBI,Balochistan,SIBBI,45,"14 May, 2025"
41517,SKARDU,GB,SKARDU,23,"14 May, 2025"
41724,SUKKUR,Sindh,SUKKUR,43,"14 May, 2025"
43543,Shopian,Kashmir,Shopian,26,"14 May, 2025"
43536,Srinagar,Kashmir,Srinagar,26,"14 May, 2025"
41783,THATTA,Sindh,THATTA,38,"14 May, 2025"
41738,TURBAT,Balochistan,TURBAT,45,"14 May, 2025"
41520,ASTORE,GB,ASTORE,22,"12 May, 2025"
41535,Abbotabad,KPK,Abbotabad,30,"12 May, 2025"
43542,Anantnag,Kashmir,Anantnag,25,"12 May, 2025"
41567,Attock,Punjab,Attock,37,"12 May, 2025"
41700,BAHAWALPUR,Punjab,BAHAWALPUR,42,"12 May, 2025"
41562,BANNU,KPK,BANNU,36,"12 May, 2025"
43544,Baramulla,Kashmir,Baramulla,26,"12 May, 2025"
41634,CHAKWAL,Punjab,CHAKWAL,35,"12 May, 2025"
41506,CHITRAL,KPK,CHITRAL,31,"12 May, 2025"
41652,D G KHAN,Punjab,D G KHAN,38,"12 May, 2025"
41624,D-I-KHAN,KPK,D-I-KHAN,39,"12 May, 2025"
41743,DADU,Sindh,DADU,47,"12 May, 2025"
41508,DIR,KPK,DIR,29,"12 May, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,38,"12 May, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,34,"12 May, 2025"
41516,GILGIT,GB,GILGIT,29,"12 May, 2025"
41757,GWADAR,Balochistan,GWADAR,36,"12 May, 2025"
41505,HUNZA,GB,HUNZA,22,"12 May, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,40,"12 May, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,35,"12 May, 2025"
41598,JHELUM,Punjab,JHELUM,39,"12 May, 2025"
41756,JIWANI,Balochistan,JIWANI,36,"12 May, 2025"
43534,Jammu,Kashmir,Jammu,37,"12 May, 2025"
41696,KALAT,Balochistan,KALAT,30,"12 May, 2025"
41780,KARACHI,Sindh,KARACHI,34,"12 May, 2025"
41640,LAHORE,Punjab,LAHORE,37,"12 May, 2025"
43535,Leh,Kashmir,Leh,19,"12 May, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,23,"12 May, 2025"
41786,MITHI,Sindh,MITHI,41,"12 May, 2025"
41747,MOHENJO-DARO,Sindh,MOHENJO-DARO,45,"12 May, 2025"
41675,MULTAN,Punjab,MULTAN,38,"12 May, 2025"
41573,MURREE,Punjab,MURREE,23,"12 May, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,32,"12 May, 2025"
41749,NAWABSHAH,Sindh,NAWABSHAH,45,"12 May, 2025"
41710,NOKKUNDI,Balochistan,NOKKUNDI,41,"12 May, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,34,"12 May, 2025"
43541,Pulwama,Kashmir,Pulwama,24,"12 May, 2025"
41660,QUETTA,Balochistan,QUETTA,32,"12 May, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,26,"12 May, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,36,"12 May, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,40,"12 May, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,33,"12 May, 2025"
41593,SARGODHA,Punjab,SARGODHA,38,"12 May, 2025"
41697,SIBBI,Balochistan,SIBBI,44,"12 May, 2025"
41517,SKARDU,GB,SKARDU,20,"12 May, 2025"
41724,SUKKUR,Sindh,SUKKUR,44,"12 May, 2025"
43543,Shopian,Kashmir,Shopian,25,"12 May, 2025"
43536,Srinagar,Kashmir,Srinagar,26,"12 May, 2025"
41783,THATTA,Sindh,THATTA,36,"12 May, 2025"
41738,TURBAT,Balochistan,TURBAT,44,"12 May, 2025"
41520,ASTORE,GB,ASTORE,20,"11 May, 2025"
41535,Abbotabad,KPK,Abbotabad,30,"11 May, 2025"
43542,Anantnag,Kashmir,Anantnag,24,"11 May, 2025"
41567,Attock,Punjab,Attock,38,"11 May, 2025"
41700,BAHAWALPUR,Punjab,BAHAWALPUR,40,"11 May, 2025"
41562,BANNU,KPK,BANNU,0,"11 May, 2025"
43544,Baramulla,Kashmir,Baramulla,24,"11 May, 2025"
41634,CHAKWAL,Punjab,CHAKWAL,36,"11 May, 2025"
41506,CHITRAL,KPK,CHITRAL,31,"11 May, 2025"
41652,D G KHAN,Punjab,D G KHAN,40,"11 May, 2025"
41624,D-I-KHAN,KPK,D-I-KHAN,38,"11 May, 2025"
41743,DADU,Sindh,DADU,43,"11 May, 2025"
41508,DIR,KPK,DIR,29,"11 May, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,39,"11 May, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,34,"11 May, 2025"
41516,GILGIT,GB,GILGIT,25,"11 May, 2025"
41757,GWADAR,Balochistan,GWADAR,36,"11 May, 2025"
41505,HUNZA,GB,HUNZA,17,"11 May, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,41,"11 May, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,36,"11 May, 2025"
41598,JHELUM,Punjab,JHELUM,40,"11 May, 2025"
41756,JIWANI,Balochistan,JIWANI,35,"11 May, 2025"
43534,Jammu,Kashmir,Jammu,36,"11 May, 2025"
41696,KALAT,Balochistan,KALAT,28,"11 May, 2025"
41780,KARACHI,Sindh,KARACHI,39,"11 May, 2025"
41640,LAHORE,Punjab,LAHORE,38,"11 May, 2025"
43535,Leh,Kashmir,Leh,21,"11 May, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,20,"11 May, 2025"
41786,MITHI,Sindh,MITHI,41,"11 May, 2025"
41747,MOHENJO-DARO,Sindh,MOHENJO-DARO,41,"11 May, 2025"
41675,MULTAN,Punjab,MULTAN,38,"11 May, 2025"
41573,MURREE,Punjab,MURREE,24,"11 May, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,36,"11 May, 2025"
41749,NAWABSHAH,Sindh,NAWABSHAH,42,"11 May, 2025"
41710,NOKKUNDI,Balochistan,NOKKUNDI,40,"11 May, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,37,"11 May, 2025"
43541,Pulwama,Kashmir,Pulwama,25,"11 May, 2025"
41660,QUETTA,Balochistan,QUETTA,32,"11 May, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,22,"11 May, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,36,"11 May, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,40,"11 May, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,34,"11 May, 2025"
41593,SARGODHA,Punjab,SARGODHA,40,"11 May, 2025"
41697,SIBBI,Balochistan,SIBBI,42,"11 May, 2025"
41724,SUKKUR,Sindh,SUKKUR,41,"11 May, 2025"
43543,Shopian,Kashmir,Shopian,25,"11 May, 2025"
43536,Srinagar,Kashmir,Srinagar,24,"11 May, 2025"
41783,THATTA,Sindh,THATTA,40,"11 May, 2025"
41738,TURBAT,Balochistan,TURBAT,41,"11 May, 2025"
41520,ASTORE,GB,ASTORE,18,"10 May, 2025"
41535,Abbotabad,KPK,Abbotabad,21,"10 May, 2025"
43542,Anantnag,Kashmir,Anantnag,21,"10 May, 2025"
41567,Attock,Punjab,Attock,34,"10 May, 2025"
41700,BAHAWALPUR,Punjab,BAHAWALPUR,36,"10 May, 2025"
41562,BANNU,KPK,BANNU,35,"10 May, 2025"
43544,Baramulla,Kashmir,Baramulla,22,"10 May, 2025"
41634,CHAKWAL,Punjab,CHAKWAL,31,"10 May, 2025"
41506,CHITRAL,KPK,CHITRAL,30,"10 May, 2025"
41652,D G KHAN,Punjab,D G KHAN,35,"10 May, 2025"
41624,D-I-KHAN,KPK,D-I-KHAN,35,"10 May, 2025"
41743,DADU,Sindh,DADU,39,"10 May, 2025"
41508,DIR,KPK,DIR,26,"10 May, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,35,"10 May, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,21,"10 May, 2025"
41516,GILGIT,GB,GILGIT,23,"10 May, 2025"
41757,GWADAR,Balochistan,GWADAR,37,"10 May, 2025"
41505,HUNZA,GB,HUNZA,17,"10 May, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,38,"10 May, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,31,"10 May, 2025"
41598,JHELUM,Punjab,JHELUM,32,"10 May, 2025"
41756,JIWANI,Balochistan,JIWANI,33,"10 May, 2025"
43534,Jammu,Kashmir,Jammu,35,"10 May, 2025"
41696,KALAT,Balochistan,KALAT,27,"10 May, 2025"
41780,KARACHI,Sindh,KARACHI,37,"10 May, 2025"
41640,LAHORE,Punjab,LAHORE,37,"10 May, 2025"
43535,Leh,Kashmir,Leh,20,"10 May, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,19,"10 May, 2025"
41786,MITHI,Sindh,MITHI,38,"10 May, 2025"
41747,MOHENJO-DARO,Sindh,MOHENJO-DARO,40,"10 May, 2025"
41675,MULTAN,Punjab,MULTAN,35,"10 May, 2025"
41573,MURREE,Punjab,MURREE,18,"10 May, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,24,"10 May, 2025"
41749,NAWABSHAH,Sindh,NAWABSHAH,39,"10 May, 2025"
41710,NOKKUNDI,Balochistan,NOKKUNDI,41,"10 May, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,34,"10 May, 2025"
43541,Pulwama,Kashmir,Pulwama,21,"10 May, 2025"
41660,QUETTA,Balochistan,QUETTA,34,"10 May, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,16,"10 May, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,32,"10 May, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,37,"10 May, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,28,"10 May, 2025"
41593,SARGODHA,Punjab,SARGODHA,35,"10 May, 2025"
41697,SIBBI,Balochistan,SIBBI,39,"10 May, 2025"
41517,SKARDU,GB,SKARDU,25,"10 May, 2025"
41724,SUKKUR,Sindh,SUKKUR,39,"10 May, 2025"
43543,Shopian,Kashmir,Shopian,22,"10 May, 2025"
43536,Srinagar,Kashmir,Srinagar,21,"10 May, 2025"
41783,THATTA,Sindh,THATTA,39,"10 May, 2025"
41738,TURBAT,Balochistan,TURBAT,40,"10 May, 2025"
41520,ASTORE,GB,ASTORE,27,"09 May, 2025"
41535,Abbotabad,KPK,Abbotabad,23,"09 May, 2025"
43542,Anantnag,Kashmir,Anantnag,25,"09 May, 2025"
41567,Attock,Punjab,Attock,33,"09 May, 2025"
41700,BAHAWALPUR,Punjab,BAHAWALPUR,42,"09 May, 2025"
41562,BANNU,KPK,BANNU,39,"09 May, 2025"
43544,Baramulla,Kashmir,Baramulla,25,"09 May, 2025"
41634,CHAKWAL,Punjab,CHAKWAL,32,"09 May, 2025"
41506,CHITRAL,KPK,CHITRAL,31,"09 May, 2025"
41652,D G KHAN,Punjab,D G KHAN,41,"09 May, 2025"
41624,D-I-KHAN,KPK,D-I-KHAN,40,"09 May, 2025"
41743,DADU,Sindh,DADU,44,"09 May, 2025"
41508,DIR,KPK,DIR,28,"09 May, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,36,"09 May, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,24,"09 May, 2025"
41516,GILGIT,GB,GILGIT,23,"09 May, 2025"
41757,GWADAR,Balochistan,GWADAR,34,"09 May, 2025"
41505,HUNZA,GB,HUNZA,29,"09 May, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,39,"09 May, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,30,"09 May, 2025"
41598,JHELUM,Punjab,JHELUM,28,"09 May, 2025"
41756,JIWANI,Balochistan,JIWANI,33,"09 May, 2025"
43534,Jammu,Kashmir,Jammu,27,"09 May, 2025"
41696,KALAT,Balochistan,KALAT,29,"09 May, 2025"
41780,KARACHI,Sindh,KARACHI,35,"09 May, 2025"
41640,LAHORE,Punjab,LAHORE,29,"09 May, 2025"
43535,Leh,Kashmir,Leh,21,"09 May, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,21,"09 May, 2025"
41786,MITHI,Sindh,MITHI,40,"09 May, 2025"
41747,MOHENJO-DARO,Sindh,MOHENJO-DARO,44,"09 May, 2025"
41675,MULTAN,Punjab,MULTAN,40,"09 May, 2025"
41573,MURREE,Punjab,MURREE,20,"09 May, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,25,"09 May, 2025"
41749,NAWABSHAH,Sindh,NAWABSHAH,44,"09 May, 2025"
41710,NOKKUNDI,Balochistan,NOKKUNDI,43,"09 May, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,32,"09 May, 2025"
43541,Pulwama,Kashmir,Pulwama,21,"09 May, 2025"
41660,QUETTA,Balochistan,QUETTA,34,"09 May, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,19,"09 May, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,29,"09 May, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,37,"09 May, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,29,"09 May, 2025"
41593,SARGODHA,Punjab,SARGODHA,33,"09 May, 2025"
41697,SIBBI,Balochistan,SIBBI,43,"09 May, 2025"
41517,SKARDU,GB,SKARDU,29,"09 May, 2025"
41724,SUKKUR,Sindh,SUKKUR,43,"09 May, 2025"
43543,Shopian,Kashmir,Shopian,22,"09 May, 2025"
43536,Srinagar,Kashmir,Srinagar,21,"09 May, 2025"
41783,THATTA,Sindh,THATTA,38,"09 May, 2025"
41738,TURBAT,Balochistan,TURBAT,42,"09 May, 2025"
41520,ASTORE,GB,ASTORE,27,"08 May, 2025"
41535,Abbotabad,KPK,Abbotabad,23,"08 May, 2025"
43542,Anantnag,Kashmir,Anantnag,25,"08 May, 2025"
41567,Attock,Punjab,Attock,33,"08 May, 2025"
41700,BAHAWALPUR,Punjab,BAHAWALPUR,42,"08 May, 2025"
41562,BANNU,KPK,BANNU,39,"08 May, 2025"
43544,Baramulla,Kashmir,Baramulla,25,"08 May, 2025"
41634,CHAKWAL,Punjab,CHAKWAL,32,"08 May, 2025"
41506,CHITRAL,KPK,CHITRAL,32,"08 May, 2025"
41652,D G KHAN,Punjab,D G KHAN,41,"08 May, 2025"
41624,D-I-KHAN,KPK,D-I-KHAN,40,"08 May, 2025"
41743,DADU,Sindh,DADU,44,"08 May, 2025"
41508,DIR,KPK,DIR,28,"08 May, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,36,"08 May, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,24,"08 May, 2025"
41516,GILGIT,GB,GILGIT,35,"08 May, 2025"
41757,GWADAR,Balochistan,GWADAR,34,"08 May, 2025"
41505,HUNZA,GB,HUNZA,32,"08 May, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,39,"08 May, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,30,"08 May, 2025"
41598,JHELUM,Punjab,JHELUM,28,"08 May, 2025"
41756,JIWANI,Balochistan,JIWANI,33,"08 May, 2025"
43534,Jammu,Kashmir,Jammu,27,"08 May, 2025"
41696,KALAT,Balochistan,KALAT,29,"08 May, 2025"
41780,KARACHI,Sindh,KARACHI,35,"08 May, 2025"
41640,LAHORE,Punjab,LAHORE,29,"08 May, 2025"
43535,Leh,Kashmir,Leh,21,"08 May, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,21,"08 May, 2025"
41786,MITHI,Sindh,MITHI,40,"08 May, 2025"
41747,MOHENJO-DARO,Sindh,MOHENJO-DARO,44,"08 May, 2025"
41675,MULTAN,Punjab,MULTAN,40,"08 May, 2025"
41573,MURREE,Punjab,MURREE,20,"08 May, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,25,"08 May, 2025"
41749,NAWABSHAH,Sindh,NAWABSHAH,44,"08 May, 2025"
41710,NOKKUNDI,Balochistan,NOKKUNDI,43,"08 May, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,32,"08 May, 2025"
43541,Pulwama,Kashmir,Pulwama,27,"08 May, 2025"
41660,QUETTA,Balochistan,QUETTA,35,"08 May, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,19,"08 May, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,29,"08 May, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,39,"08 May, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,29,"08 May, 2025"
41593,SARGODHA,Punjab,SARGODHA,33,"08 May, 2025"
41697,SIBBI,Balochistan,SIBBI,43,"08 May, 2025"
41517,SKARDU,GB,SKARDU,29,"08 May, 2025"
41724,SUKKUR,Sindh,SUKKUR,43,"08 May, 2025"
43543,Shopian,Kashmir,Shopian,25,"08 May, 2025"
43536,Srinagar,Kashmir,Srinagar,28,"08 May, 2025"
41783,THATTA,Sindh,THATTA,38,"08 May, 2025"
41738,TURBAT,Balochistan,TURBAT,42,"08 May, 2025"
41520,ASTORE,GB,ASTORE,28,"07 May, 2025"
41535,Abbotabad,KPK,Abbotabad,26,"07 May, 2025"
43542,Anantnag,Kashmir,Anantnag,25,"07 May, 2025"
41567,Attock,Punjab,Attock,35,"07 May, 2025"
41700,BAHAWALPUR,Punjab,BAHAWALPUR,36,"07 May, 2025"
41562,BANNU,KPK,BANNU,36,"07 May, 2025"
43544,Baramulla,Kashmir,Baramulla,26,"07 May, 2025"
41634,CHAKWAL,Punjab,CHAKWAL,33,"07 May, 2025"
41506,CHITRAL,KPK,CHITRAL,33,"07 May, 2025"
41652,D G KHAN,Punjab,D G KHAN,38,"07 May, 2025"
41624,D-I-KHAN,KPK,D-I-KHAN,37,"07 May, 2025"
41743,DADU,Sindh,DADU,40,"07 May, 2025"
41508,DIR,KPK,DIR,29,"07 May, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,36,"07 May, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,33,"07 May, 2025"
41516,GILGIT,GB,GILGIT,36,"07 May, 2025"
41757,GWADAR,Balochistan,GWADAR,36,"07 May, 2025"
41505,HUNZA,GB,HUNZA,32,"07 May, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,38,"07 May, 2025"
